instance,obj,initial,bestroot,imp,mean
data/instances/setcover/validation5000/instance_1.lp,635.0,2828.0000000000014,2828.0000000000014,2193.0000000000014,551.9
data/instances/setcover/validation5000/instance_2.lp,577.0,2785.9999999999995,2785.9999999999995,2208.9999999999995,551.9
data/instances/setcover/validation5000/instance_3.lp,570.9999999999997,2792.0,2792.0,2221.0000000000005,551.9
data/instances/setcover/validation5000/instance_4.lp,599.0,2437.0000000000005,2437.0000000000005,1838.0000000000005,551.9
data/instances/setcover/validation5000/instance_5.lp,528.0,2244.0,2244.0,1716.0,551.9
data/instances/setcover/validation5000/instance_6.lp,554.0,2468.0000000000014,2468.0000000000014,1914.0000000000014,551.9
data/instances/setcover/validation5000/instance_7.lp,530.0,2617.999999999999,2617.999999999999,2087.999999999999,551.9
data/instances/setcover/validation5000/instance_8.lp,536.0,2267.0000000000005,2267.0000000000005,1731.0000000000005,551.9
data/instances/setcover/validation5000/instance_9.lp,464.0,1985.9999999999989,1985.9999999999989,1521.9999999999989,551.9
data/instances/setcover/validation5000/instance_10.lp,525.0,2148.0000000000005,2148.0000000000005,1623.0000000000005,551.9
data/instances/setcover/validation5000/instance_1.lp,646.9999999999998,2828.0000000000014,2828.0000000000014,2181.000000000002,554.0999999999999
data/instances/setcover/validation5000/instance_2.lp,585.0,2785.9999999999995,2785.9999999999995,2200.9999999999995,554.0999999999999
data/instances/setcover/validation5000/instance_3.lp,573.0,2792.0,2792.0,2219.0,554.0999999999999
data/instances/setcover/validation5000/instance_4.lp,602.9999999999997,2437.0000000000005,2437.0000000000005,1834.000000000001,554.0999999999999
data/instances/setcover/validation5000/instance_5.lp,519.0,2244.0,2244.0,1725.0,554.0999999999999
data/instances/setcover/validation5000/instance_6.lp,543.9999999999998,2468.0000000000014,2468.0000000000014,1924.0000000000016,554.0999999999999
data/instances/setcover/validation5000/instance_7.lp,530.0,2617.999999999999,2617.999999999999,2087.999999999999,554.0999999999999
data/instances/setcover/validation5000/instance_8.lp,542.0,2267.0000000000005,2267.0000000000005,1725.0000000000005,554.0999999999999
data/instances/setcover/validation5000/instance_9.lp,475.0,1985.9999999999989,1985.9999999999989,1510.9999999999989,554.0999999999999
data/instances/setcover/validation5000/instance_10.lp,523.0,2148.0000000000005,2148.0000000000005,1625.0000000000005,554.0999999999999
data/instances/setcover/validation5000/instance_1.lp,631.0,2828.0000000000014,2828.0000000000014,2197.0000000000014,548.7
data/instances/setcover/validation5000/instance_2.lp,571.0,2785.9999999999995,2785.9999999999995,2214.9999999999995,548.7
data/instances/setcover/validation5000/instance_3.lp,581.0,2792.0,2792.0,2211.0,548.7
data/instances/setcover/validation5000/instance_4.lp,602.0,2437.0000000000005,2437.0000000000005,1835.0000000000005,548.7
data/instances/setcover/validation5000/instance_5.lp,508.9999999999999,2244.0,2244.0,1735.0,548.7
data/instances/setcover/validation5000/instance_6.lp,543.0,2468.0000000000014,2468.0000000000014,1925.0000000000014,548.7
data/instances/setcover/validation5000/instance_7.lp,525.0,2617.999999999999,2617.999999999999,2092.999999999999,548.7
data/instances/setcover/validation5000/instance_8.lp,529.0,2267.0000000000005,2267.0000000000005,1738.0000000000005,548.7
data/instances/setcover/validation5000/instance_9.lp,482.0,1985.9999999999989,1985.9999999999989,1503.9999999999989,548.7
data/instances/setcover/validation5000/instance_10.lp,513.9999999999999,2148.0000000000005,2148.0000000000005,1634.0000000000005,548.7
data/instances/setcover/validation5000/instance_1.lp,635.0,2828.0000000000014,2828.0000000000014,2193.0000000000014,552.9
data/instances/setcover/validation5000/instance_2.lp,579.0,2785.9999999999995,2785.9999999999995,2206.9999999999995,552.9
data/instances/setcover/validation5000/instance_3.lp,599.0,2792.0,2792.0,2193.0,552.9
data/instances/setcover/validation5000/instance_4.lp,598.0,2437.0000000000005,2437.0000000000005,1839.0000000000005,552.9
data/instances/setcover/validation5000/instance_5.lp,512.0,2244.0,2244.0,1732.0,552.9
data/instances/setcover/validation5000/instance_6.lp,560.0,2468.0000000000014,2468.0000000000014,1908.0000000000014,552.9
data/instances/setcover/validation5000/instance_7.lp,524.0,2617.999999999999,2617.999999999999,2093.999999999999,552.9
data/instances/setcover/validation5000/instance_8.lp,528.0,2267.0000000000005,2267.0000000000005,1739.0000000000005,552.9
data/instances/setcover/validation5000/instance_9.lp,470.0,1985.9999999999989,1985.9999999999989,1515.9999999999989,552.9
data/instances/setcover/validation5000/instance_10.lp,524.0,2148.0000000000005,2148.0000000000005,1624.0000000000005,552.9
